epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
125,707,2048,1736,93,28,20,15,13,12,12
126,707,2048,1729,91,28,20,15,13,12,12
127,707,2048,1721,91,28,20,15,13,12,12
128,707,2048,1715,91,28,20,15,13,12,12
129,707,2048,1709,90,28,19,15,13,12,12
130,707,2048,1701,90,28,19,15,13,12,12
131,707,2048,1695,89,28,19,15,13,12,12
132,707,2048,1688,89,28,19,15,13,12,12
133,707,2048,1682,89,28,18,15,13,12,12
134,707,2048,1676,89,28,18,15,13,12,12
135,707,2048,1669,88,28,18,15,13,12,12
136,707,2048,1661,88,28,18,15,13,12,12
137,707,2048,1655,88,28,18,15,13,12,12
138,707,2048,1649,87,27,18,15,13,12,12
139,707,2048,1643,86,27,18,15,13,12,12
140,707,2048,1637,86,27,18,15,13,12,12
141,707,2048,1631,86,27,18,15,13,12,12
142,707,2048,1626,86,27,18,15,13,12,12
143,707,2048,1620,86,27,18,14,13,12,12
144,707,2048,1613,85,27,18,14,13,12,12
145,707,2048,1607,85,27,18,14,13,12,12
146,707,2048,1601,85,27,18,14,13,12,12
147,707,2048,1596,85,27,18,14,13,12,12
148,707,2048,1590,85,27,18,14,13,12,12
149,707,2048,1584,85,27,18,14,13,12,12
150,707,2048,1579,84,27,18,14,13,12,12
151,707,2048,1572,83,27,18,14,13,12,12
152,707,2048,1568,83,26,18,14,13,12,12
153,707,2048,1561,83,26,18,14,13,12,12
154,707,2048,1556,83,26,18,14,13,12,12
155,707,2048,1550,83,26,18,14,13,12,12
156,707,2048,1545,82,26,18,14,13,12,12
157,707,2048,1540,82,26,18,14,13,12,12
158,707,2048,1535,82,26,18,14,13,12,13
159,707,2048,1529,82,26,18,14,13,12,13
160,707,2048,1524,82,26,18,14,13,12,12
161,707,2048,1519,81,26,18,14,13,12,13
162,707,2048,1514,81,26,18,14,13,12,13
163,707,2048,1509,81,26,18,14,13,12,13
164,707,2048,1504,81,26,18,14,13,12,13
165,707,2048,1499,81,26,18,14,13,12,13
166,707,2048,1494,81,26,18,14,13,12,13
167,707,2048,1488,80,26,18,14,13,12,13
168,707,2048,1485,80,26,18,14,13,12,13
169,707,2048,1479,80,26,18,14,13,12,13
170,707,2048,1474,80,26,18,14,13,12,13
171,707,2048,1474,80,26,18,14,13,12,13
172,707,2048,1474,80,26,18,14,13,12,13
173,707,2048,1473,80,26,18,14,13,12,13
174,707,2048,1472,80,26,18,14,13,12,13
175,707,2048,1471,80,26,18,14,13,12,13
176,707,2048,1471,80,26,18,14,13,12,13
177,707,2048,1471,80,26,18,14,13,12,13
178,707,2048,1471,80,26,18,14,13,12,13
179,707,2048,1470,80,26,18,14,13,12,13
180,707,2048,1469,80,26,18,14,13,12,13
181,707,2048,1469,80,26,18,14,13,12,13
182,707,2048,1468,80,26,18,14,13,12,13
183,707,2048,1467,80,26,18,14,13,12,13
184,707,2048,1467,79,26,18,14,13,12,13
185,707,2048,1466,79,26,18,14,13,12,13
186,707,2048,1466,79,26,18,14,13,12,13
187,707,2048,1465,79,26,18,14,13,12,13
188,707,2048,1465,79,26,18,14,13,12,13
189,707,2048,1465,79,26,18,14,13,12,13
190,707,2048,1464,79,26,18,14,13,12,13
191,707,2048,1464,79,26,18,14,13,12,13
192,707,2048,1464,79,26,18,14,13,12,13
193,707,2048,1463,79,26,18,14,13,12,13
194,707,2048,1462,79,26,18,14,13,12,13
195,707,2048,1462,79,26,18,14,13,12,13
196,707,2048,1462,79,26,18,14,13,12,13
197,707,2048,1461,79,26,18,14,13,12,13
198,707,2048,1460,79,26,18,14,13,12,13
199,707,2048,1460,79,26,18,14,13,12,13
200,707,2048,1460,79,26,18,14,13,12,13
