epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
107,712,2048,2046,116,38,25,17,14,13,14
108,712,2048,2045,115,37,24,17,14,13,14
109,712,2048,2045,115,37,24,17,14,13,14
110,712,2048,2045,114,37,24,16,14,13,14
111,712,2048,2045,113,37,24,16,14,13,14
112,712,2048,2045,112,37,24,16,14,13,14
113,712,2048,2045,112,37,24,16,14,13,14
114,711,2048,2045,111,37,24,16,13,13,14
115,711,2048,2045,109,37,24,16,13,13,14
116,711,2048,2045,109,37,24,16,13,13,14
117,711,2048,2045,109,37,24,16,13,13,14
118,711,2048,2045,108,37,24,16,13,13,14
119,711,2048,2045,108,37,24,16,13,13,14
120,711,2048,2045,108,37,23,16,13,13,14
121,710,2048,2045,106,37,23,16,13,13,14
122,710,2048,2045,106,37,23,16,13,13,14
123,711,2048,2045,105,37,23,16,13,13,14
124,710,2048,2045,104,37,23,16,12,13,14
125,710,2048,2045,104,37,23,16,12,13,14
126,710,2048,2044,103,37,23,16,12,13,14
127,710,2048,2044,102,37,23,16,12,13,14
128,710,2048,2044,102,37,23,16,12,13,14
129,710,2048,2044,101,37,23,16,12,13,14
130,710,2048,2044,101,37,23,16,12,13,14
131,710,2048,2044,100,36,23,16,12,13,14
132,710,2048,2044,99,36,22,16,12,13,14
133,710,2048,2044,99,35,22,16,12,13,14
134,710,2048,2043,98,35,22,16,12,13,14
135,710,2048,2043,98,35,22,16,12,13,14
136,710,2048,2043,98,35,22,16,12,13,14
137,710,2048,2042,98,34,22,16,12,13,14
138,710,2048,2042,98,34,22,16,12,13,14
139,710,2048,2042,97,34,22,15,12,13,14
140,710,2048,2042,96,34,22,15,12,13,14
141,710,2048,2041,96,34,22,15,12,13,14
142,710,2048,2041,95,34,22,15,12,13,14
143,710,2048,2041,95,34,22,15,12,13,14
144,710,2048,2041,95,34,22,15,12,13,14
145,710,2048,2041,94,34,22,15,12,13,14
146,710,2048,2040,93,34,22,15,12,13,14
147,710,2048,2040,93,34,22,15,12,13,14
148,710,2048,2040,92,34,22,15,12,13,14
149,710,2048,2039,92,34,22,15,12,13,14
150,710,2048,2039,92,34,21,15,12,13,14
151,710,2048,2039,90,34,21,15,11,13,14
152,710,2048,2038,90,33,21,15,11,13,14
153,710,2048,2038,90,33,21,15,11,13,14
154,710,2048,2037,90,33,21,15,11,13,14
155,710,2048,2036,90,33,21,15,11,13,14
156,710,2048,2036,90,33,21,15,11,13,14
157,710,2048,2035,90,33,21,15,11,13,14
158,710,2048,2034,89,33,21,15,11,13,14
159,710,2048,2034,89,33,21,15,11,13,14
160,710,2048,2033,88,33,21,15,11,13,14
161,710,2048,2032,88,33,21,15,11,13,14
162,710,2048,2032,88,33,21,15,11,13,14
163,710,2048,2031,88,33,21,15,11,13,14
164,710,2048,2030,87,33,21,15,11,13,14
165,710,2048,2029,87,33,21,15,11,13,14
166,710,2048,2027,87,33,21,15,11,13,14
167,710,2048,2025,87,33,21,15,11,13,14
168,710,2048,2024,86,33,21,15,11,13,14
169,710,2048,2024,86,33,21,15,11,13,14
170,710,2048,2022,86,33,21,15,11,13,14
171,710,2048,2022,86,33,21,15,11,13,14
172,710,2048,2022,86,33,21,15,11,13,14
173,710,2048,2022,86,33,21,15,11,13,14
174,710,2048,2022,86,33,21,15,11,13,14
175,710,2048,2022,86,33,21,15,11,13,14
176,710,2048,2022,86,33,21,15,11,13,14
177,710,2048,2022,85,33,21,15,11,13,14
178,710,2048,2022,85,33,21,15,11,13,14
179,710,2048,2022,85,33,21,15,11,13,14
180,710,2048,2022,85,33,21,15,11,13,14
181,710,2048,2022,85,33,21,15,11,13,14
182,710,2048,2021,85,33,21,15,11,13,14
183,710,2048,2021,85,33,21,15,11,13,14
184,710,2048,2021,85,33,21,15,11,13,14
185,710,2048,2021,85,33,21,15,11,13,14
186,710,2048,2021,85,33,21,15,11,13,14
187,710,2048,2021,85,33,21,15,11,13,14
188,710,2048,2020,85,33,21,15,11,13,14
189,710,2048,2020,85,33,21,15,11,13,14
190,710,2048,2020,85,33,21,15,11,13,14
191,710,2048,2020,85,33,21,15,11,13,14
192,710,2048,2020,85,33,21,15,11,13,14
193,710,2048,2019,85,33,21,15,11,13,14
194,710,2048,2019,85,33,21,15,11,13,14
195,710,2048,2019,85,33,21,15,11,13,14
196,710,2048,2019,85,33,21,15,11,13,14
197,710,2048,2019,85,33,21,15,11,13,14
198,710,2048,2019,85,33,21,15,11,13,14
199,710,2048,2019,85,33,21,15,11,13,14
200,710,2048,2019,85,33,21,15,11,13,14
