epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
94,714,2048,2048,64,31,26,20,19,18,17
95,715,2048,2048,64,32,24,20,19,17,16
96,714,2048,2048,64,30,25,19,19,17,15
97,714,2048,2048,64,31,26,20,19,16,16
98,714,2048,2048,64,32,25,18,18,16,16
99,714,2048,2048,64,31,24,18,18,16,16
100,714,2048,2048,64,31,25,18,18,16,16
101,714,2048,2048,64,30,25,18,18,16,15
102,714,2048,2048,64,31,25,18,17,16,16
103,715,2048,2048,64,30,25,19,17,16,16
104,715,2048,2048,64,30,25,19,17,16,16
105,715,2048,2048,64,30,24,17,17,16,16
106,714,2048,2048,64,30,24,18,17,16,16
107,714,2048,2048,64,29,24,18,17,16,16
108,714,2048,2048,64,30,24,18,17,16,16
109,713,2048,2048,64,29,23,18,17,16,16
110,714,2048,2048,64,29,23,18,17,16,16
111,715,2048,2048,64,28,23,18,17,16,16
112,714,2048,2048,64,28,23,18,17,16,16
113,714,2048,2048,64,28,23,18,17,16,15
114,714,2048,2048,64,28,24,17,17,16,15
115,713,2048,2048,64,29,23,18,17,16,15
116,714,2048,2048,64,28,22,17,17,16,15
117,714,2048,2048,64,28,22,17,17,16,15
118,714,2048,2048,64,28,22,17,17,16,15
119,714,2048,2048,64,27,22,17,17,16,15
120,714,2048,2048,64,27,22,17,17,16,15
121,713,2048,2048,64,27,22,17,17,16,15
122,714,2048,2048,64,27,22,17,17,16,15
123,714,2048,2048,64,28,22,17,17,16,15
124,714,2048,2048,64,28,22,17,17,15,15
125,713,2048,2048,64,27,22,17,17,15,15
126,714,2048,2048,64,27,22,17,17,15,15
127,714,2048,2048,63,27,22,17,17,15,14
128,713,2048,2048,63,27,22,17,16,15,14
129,713,2048,2048,63,27,22,17,16,15,14
130,713,2048,2048,63,27,22,17,16,15,14
131,714,2048,2048,62,26,22,17,16,15,14
132,713,2048,2048,62,27,22,16,16,15,14
133,713,2048,2048,62,27,21,16,16,15,14
134,713,2048,2048,63,26,22,17,16,15,13
135,713,2048,2048,62,26,21,16,16,15,13
136,713,2048,2048,62,27,21,16,16,14,13
137,714,2048,2048,62,26,21,16,16,14,13
138,713,2048,2048,62,25,21,16,16,14,13
139,714,2048,2048,62,26,21,16,16,14,13
140,713,2048,2048,62,26,21,16,16,14,13
141,713,2048,2048,62,26,21,16,16,14,13
142,713,2048,2048,62,25,21,16,16,14,13
143,713,2048,2048,62,24,21,16,16,14,13
144,713,2048,2048,62,25,21,16,15,14,13
145,713,2048,2048,62,25,21,16,16,14,13
146,713,2048,2048,62,25,21,16,16,14,13
147,713,2048,2048,62,24,21,15,16,14,13
148,713,2048,2048,62,24,21,15,15,14,13
149,713,2048,2048,62,25,21,15,15,14,13
150,713,2048,2048,62,24,21,15,15,14,13
151,713,2048,2048,62,24,21,15,15,14,13
152,713,2048,2048,62,24,21,15,15,14,13
153,713,2048,2048,62,24,21,15,15,14,13
154,714,2048,2048,62,24,21,15,15,14,13
155,713,2048,2048,62,24,21,15,15,14,13
156,713,2048,2048,62,24,21,15,15,14,13
157,713,2048,2048,62,24,21,15,15,14,13
158,713,2048,2048,62,24,21,15,15,14,13
159,713,2048,2048,62,24,21,15,15,14,13
160,712,2048,2048,62,24,21,15,15,14,13
161,712,2048,2048,62,24,21,15,15,14,13
162,713,2048,2048,62,24,21,15,15,14,13
163,713,2048,2048,62,23,21,15,15,14,13
164,712,2048,2048,62,24,21,15,15,14,13
165,713,2048,2048,62,24,20,15,15,14,13
166,713,2048,2048,62,23,21,15,15,14,13
167,713,2048,2048,62,24,20,15,15,14,13
168,713,2048,2048,61,24,20,15,15,14,13
169,713,2048,2048,61,23,20,15,15,14,13
170,713,2048,2048,61,24,20,15,15,14,13
171,712,2048,2048,61,23,20,15,15,14,13
172,712,2048,2048,61,23,20,15,15,14,13
173,713,2048,2048,61,23,20,15,15,14,13
174,713,2048,2048,61,23,20,15,15,14,13
175,712,2048,2048,61,23,20,15,15,14,13
176,713,2048,2048,61,23,20,15,15,14,13
177,713,2048,2048,61,23,20,15,15,14,13
178,713,2048,2048,61,23,20,15,15,14,13
179,713,2048,2048,61,23,20,15,15,14,13
180,712,2048,2048,61,23,20,15,15,14,13
181,713,2048,2048,61,23,20,15,15,14,13
182,712,2048,2048,61,24,20,15,15,14,13
183,713,2048,2048,60,23,20,15,15,14,13
184,713,2048,2048,61,24,20,15,15,14,13
185,713,2048,2048,61,23,20,15,15,14,13
186,713,2048,2048,61,23,20,15,15,14,13
187,713,2048,2048,61,23,20,15,15,14,13
188,713,2048,2048,61,23,20,15,15,14,13
189,713,2048,2048,61,23,20,15,15,14,13
190,713,2048,2048,61,23,20,15,15,14,13
191,713,2048,2048,60,23,20,15,15,14,13
192,713,2048,2048,61,24,20,15,15,14,13
193,713,2048,2048,61,23,20,15,15,14,13
194,712,2048,2048,61,23,20,15,15,14,13
195,713,2048,2048,60,24,20,15,15,14,13
196,713,2048,2048,60,23,20,15,15,14,13
197,712,2048,2048,61,23,20,15,15,14,13
198,712,2048,2048,61,23,20,15,15,14,13
199,712,2048,2048,60,23,20,15,15,14,13
200,713,2048,2048,61,23,20,15,15,14,13
