epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
71,710,2048,2047,314,35,20,14,13,13,16
72,710,2048,2047,289,35,20,14,13,13,16
73,710,2048,2047,272,34,20,14,12,13,16
74,710,2048,2046,250,33,20,14,13,13,15
75,710,2048,2045,222,32,19,14,12,13,14
76,710,2048,2044,202,31,19,14,12,12,15
77,709,2048,2041,187,29,18,13,12,12,14
78,708,2048,2038,172,29,18,13,12,11,14
79,710,2048,2041,173,30,17,13,12,12,14
80,710,2048,2039,170,29,18,13,12,12,14
81,709,2048,2033,159,27,17,13,11,12,15
82,710,2048,2038,161,29,17,13,12,12,14
83,710,2048,2037,157,30,17,13,11,10,14
84,710,2048,2036,159,29,17,13,11,11,14
85,710,2048,2036,151,28,17,13,11,10,13
86,710,2048,2031,141,27,16,13,11,10,14
87,710,2048,2027,135,27,16,13,11,10,14
88,710,2048,2025,137,26,17,12,11,10,13
89,710,2048,2021,133,26,16,12,11,10,14
90,708,2048,2006,128,26,16,12,10,10,13
91,707,2048,1985,120,25,16,12,10,10,13
92,707,2048,1926,111,24,15,11,10,10,13
93,707,2048,1852,104,24,15,10,10,10,13
94,707,2048,1768,97,24,15,10,10,10,13
95,707,2048,1690,93,24,15,10,9,10,13
96,706,2048,1617,88,23,15,10,9,10,12
97,706,2048,1548,85,23,15,10,9,10,12
98,706,2048,1486,82,23,15,10,10,10,13
99,705,2048,1427,79,23,15,10,10,10,13
100,705,2048,1369,75,23,15,10,10,10,13
101,705,2048,1361,75,23,15,10,10,10,13
102,705,2048,1356,75,23,15,10,10,10,13
103,705,2048,1350,74,23,15,11,10,10,13
104,705,2048,1343,74,23,15,11,10,10,13
105,705,2048,1336,74,23,15,11,10,10,13
106,705,2048,1330,73,23,15,11,10,11,13
107,705,2048,1325,73,23,15,11,10,11,13
108,705,2048,1318,73,23,15,11,10,11,13
109,705,2048,1313,72,23,15,11,10,11,13
110,705,2048,1306,72,23,15,11,10,11,13
111,705,2048,1300,72,23,15,11,10,11,14
112,705,2048,1294,72,22,15,11,10,11,14
113,705,2048,1289,72,22,15,11,10,11,14
114,705,2048,1282,72,22,15,11,11,11,14
115,705,2048,1277,72,22,15,11,11,11,14
116,705,2048,1271,72,22,15,11,11,12,14
117,705,2048,1266,71,22,15,11,11,12,14
118,705,2048,1259,71,22,15,11,11,12,14
119,705,2048,1254,71,22,15,11,11,12,14
120,705,2048,1249,71,22,15,11,11,12,14
121,705,2048,1245,70,22,15,11,11,12,14
122,704,2048,1239,70,22,15,11,11,12,14
123,705,2048,1234,70,22,15,11,11,12,14
124,704,2048,1230,70,22,15,11,11,12,14
125,704,2048,1224,69,22,15,11,11,12,14
126,704,2048,1218,69,22,15,11,11,12,14
127,704,2048,1214,68,22,15,11,11,12,14
128,704,2048,1209,68,22,15,11,11,12,14
129,704,2048,1205,68,22,15,11,11,12,14
130,704,2048,1199,68,22,15,11,11,12,14
131,704,2048,1194,68,22,15,11,11,12,14
132,704,2048,1189,68,22,15,11,11,12,14
133,704,2048,1184,68,22,15,11,11,12,14
134,704,2048,1180,67,22,15,12,11,12,14
135,704,2048,1174,67,22,15,12,11,12,14
136,704,2048,1170,67,22,15,12,11,12,14
137,704,2048,1165,66,22,15,12,11,12,14
138,704,2048,1159,66,22,15,12,11,12,14
139,704,2048,1155,66,22,15,12,11,12,14
140,704,2048,1150,66,22,15,12,11,12,14
141,704,2048,1146,65,22,15,12,11,12,14
142,704,2048,1141,65,22,15,12,11,12,14
143,704,2048,1136,65,22,15,12,11,12,14
144,704,2048,1132,65,22,15,12,12,12,14
145,704,2048,1127,65,22,15,12,12,12,14
146,704,2048,1122,65,22,15,12,12,12,14
147,704,2048,1118,65,22,15,12,12,12,14
148,704,2048,1113,64,22,15,12,12,12,14
149,704,2048,1108,64,22,15,12,12,12,14
150,704,2048,1105,64,22,15,12,12,12,14
151,704,2048,1099,64,22,15,12,12,12,14
152,704,2048,1095,64,22,15,12,12,12,14
153,704,2048,1091,64,22,15,13,12,12,14
154,704,2048,1087,63,22,15,13,12,12,14
155,704,2048,1082,63,22,15,13,12,12,14
156,704,2048,1077,63,22,15,13,12,12,14
157,704,2048,1074,63,22,15,13,12,12,14
158,704,2048,1069,62,22,15,13,12,12,14
159,704,2048,1065,62,22,15,13,12,12,14
160,704,2048,1060,62,22,15,13,12,12,14
161,704,2048,1056,62,22,15,13,12,12,14
162,704,2048,1052,62,22,15,13,12,12,14
163,704,2048,1048,61,22,15,13,12,12,14
164,704,2048,1045,61,22,15,13,12,12,14
165,704,2048,1040,61,22,15,13,12,12,14
166,704,2048,1036,61,22,15,13,12,12,14
167,704,2048,1032,61,22,15,13,12,12,14
168,704,2048,1028,60,22,15,13,12,12,14
169,704,2048,1025,60,22,15,13,12,12,14
170,704,2048,1021,60,22,15,13,12,12,14
171,704,2048,1020,60,22,15,13,12,12,14
172,704,2048,1020,60,22,15,13,12,12,14
173,704,2048,1019,60,22,15,13,12,12,14
174,704,2048,1019,60,22,15,13,12,12,14
175,704,2048,1018,60,22,15,13,12,12,14
176,704,2048,1018,60,22,15,13,12,12,14
177,704,2048,1018,60,22,15,13,12,12,14
178,704,2048,1018,59,22,15,13,12,12,14
179,704,2048,1017,59,22,15,13,12,12,14
180,704,2048,1017,59,22,15,13,12,12,14
181,704,2048,1017,59,22,15,13,12,12,14
182,704,2048,1016,59,22,15,13,12,12,14
183,704,2048,1015,59,22,15,13,12,12,14
184,704,2048,1015,59,22,15,13,12,12,14
185,704,2048,1015,59,22,15,13,12,12,14
186,704,2048,1015,59,22,15,13,12,12,14
187,704,2048,1014,59,22,15,13,12,12,14
188,704,2048,1014,59,22,15,13,12,12,14
189,704,2048,1013,59,22,15,13,12,12,14
190,704,2048,1013,59,22,15,13,12,12,14
191,704,2048,1012,59,22,15,13,12,12,14
192,704,2048,1012,59,22,15,13,12,12,14
193,704,2048,1011,59,22,15,13,12,12,14
194,704,2048,1011,59,22,15,13,12,12,14
195,704,2048,1010,59,22,15,13,12,12,14
196,704,2048,1010,59,22,15,13,12,12,14
197,704,2048,1010,59,22,15,13,12,12,14
198,704,2048,1009,59,22,15,13,12,12,14
199,704,2048,1009,59,22,15,13,12,12,14
200,704,2048,1009,59,22,15,13,12,12,14
