cfg_id,epoch,train_err,test_err,gap,epsilon_sum,sum_bound,riemann_sum_terms,Spec_L21
7,1,0.887633333,0.8865,-0.001133333,10.48641228,34.41857926,34364917.01,3.86E+35
7,2,0.76455,0.7685,0.00395,12.19296577,49.6605824,84229337.78,2.35E+37
7,3,0.062616667,0.067,0.004383333,12.98169154,71.97143422,208787384.5,1.49E+40
7,4,0.033116667,0.0462,0.013083333,12.61355849,74.30185643,228326766.2,1.03E+17
7,5,0.01855,0.0351,0.01655,12.34222195,74.81974409,234206446.3,5.21E+16
7,6,0.013316667,0.0301,0.016783333,12.16269897,74.76192754,235119805.1,4.46E+16
7,7,0.011783333,0.0308,0.019016667,11.95186704,74.51367843,234838814.7,6.28E+16
7,8,0.006816667,0.0275,0.020683333,11.82065592,74.21642264,233593902.3,5.12E+16
7,9,0.005583333,0.0264,0.020816667,11.66641532,73.43004586,228884763.5,5.88E+16
7,10,0.0056,0.0269,0.0213,11.44233426,72.38105555,222811665.1,8.22E+16
7,11,0.005216667,0.0253,0.020083333,11.33751856,71.89427364,220027235.1,8.03E+16
7,12,0.00435,0.0249,0.02055,11.20559264,71.23858174,216237586.8,7.67E+16
7,13,0.002483333,0.0213,0.018816667,11.08894062,70.4698708,211565692.2,6.15E+16
7,14,0.003683333,0.0257,0.022016667,11.00621876,69.75419252,207079465.3,6.42E+16
7,15,0.002266667,0.0222,0.019933333,10.91340759,68.84889375,201391233.4,5.84E+16
7,16,0.006833333,0.0283,0.021466667,10.81118728,68.19418465,197568503.3,1.22E+17
7,17,0.0019,0.0211,0.0192,10.77367521,67.37090975,192194817.5,6.97E+16
7,18,0.00235,0.0215,0.01915,10.70342826,66.521125,186936916.1,6.44E+16
7,19,0.00395,0.0256,0.02165,10.67705819,65.70232009,181666766.8,1.01E+17
7,20,0.000516667,0.0195,0.018983333,10.64931381,65.17044659,178353235.1,5.46E+16
7,21,0.001233333,0.0211,0.019866667,10.65405339,64.08746023,171307738,7.01E+16
7,22,0.00135,0.0224,0.02105,10.68994374,63.21574283,165537574.2,6.55E+16
7,23,0.000733333,0.0206,0.019866667,10.70338383,62.51933417,161093562.6,5.27E+16
7,24,0.001916667,0.0236,0.021683333,10.73181381,61.55781204,154996925.7,5.74E+16
7,25,0.001233333,0.0229,0.021666667,10.72429129,60.65841995,149605032.3,5.18E+16
7,26,0.001666667,0.0232,0.021533333,10.65667556,60.14983997,146974399.4,4.93E+16
7,27,0.001266667,0.0205,0.019233333,10.51519214,59.31091659,142861363.5,4.62E+16
7,28,0.000633333,0.0213,0.020666667,10.35972177,58.62910018,139795973.6,4.05E+16
7,29,0.001,0.0218,0.0208,10.19327988,57.97835719,137004816.8,5.00E+16
7,30,0.000616667,0.0199,0.019283333,10.00920452,57.31582057,134274955.3,3.64E+16
7,31,0.000833333,0.0224,0.021566667,9.80126893,56.62319942,131537590.5,4.21E+16
7,32,0.002033333,0.0205,0.018466667,9.655263152,56.27087128,130380895.2,6.07E+16
7,33,0.0039,0.0241,0.0202,9.436336051,55.60697908,127903696.6,7.01E+16
7,34,0.003216667,0.0245,0.021283333,9.340326467,55.57626359,128265712.9,8.62E+16
7,35,0.003066667,0.0229,0.019833333,9.216973293,55.29400304,127385560.2,8.74E+16
7,36,0.004716667,0.0264,0.021683333,9.145961123,55.20756067,127300257.2,9.78E+16
7,37,0.002633333,0.0214,0.018766667,8.95105035,54.49511893,124455731,1.05E+17
7,38,0.0031,0.0238,0.0207,8.797841949,54.16017033,123464450.1,1.14E+17
7,39,0.001833333,0.0221,0.020266667,8.641224383,53.72857349,121972143,1.16E+17
7,40,0.001016667,0.0196,0.018583333,8.563118122,53.50267047,121173801.9,9.71E+16
7,41,0.0013,0.0206,0.0193,8.439477117,52.92114947,118717150.5,7.60E+16
7,42,0.000433333,0.0182,0.017766667,8.293083347,52.27577411,116068625.2,6.02E+16
7,43,0.00045,0.0181,0.01765,8.143320942,51.65294182,113585226.5,5.79E+16
7,44,0.000333333,0.0184,0.018066667,8.035028948,51.00889961,110805213.6,4.54E+16
7,45,0,0.0178,0.0178,7.914918474,50.2428341,107499146.5,3.38E+16
7,46,0,0.0179,0.0179,7.794609761,49.38767795,103798999.3,2.90E+16
7,47,0,0.0181,0.0181,7.708604051,48.64394767,100542141.4,2.64E+16
7,48,0,0.0183,0.0183,7.641171999,48.0771503,98104100.48,2.39E+16
7,49,0,0.0188,0.0188,7.590661813,47.49528895,95542756,2.14E+16
7,50,0,0.0191,0.0191,7.545751837,46.95506902,93185656.86,1.98E+16
7,51,0,0.0189,0.0189,7.505415488,46.46254848,91059492.68,1.84E+16
7,52,0,0.0198,0.0198,7.470273284,45.99382392,89043837.23,1.72E+16
7,53,0,0.0197,0.0197,7.449548433,45.562516,87155897.8,1.64E+16
7,54,0,0.0191,0.0191,7.423547403,45.1458355,85378261.16,1.55E+16
7,55,0,0.0201,0.0201,7.410557256,44.74659401,83638778.45,1.47E+16
7,56,0,0.0208,0.0208,7.397003034,44.37368775,82036512.76,1.46E+16
7,57,0,0.0206,0.0206,7.397106962,43.98526689,80321606.8,1.39E+16
7,58,0,0.0204,0.0204,7.398582646,43.61959172,78717689.9,1.34E+16
7,59,0,0.0215,0.0215,7.401903238,43.28386358,77250904.67,1.34E+16
7,60,0,0.0217,0.0217,7.417171294,42.9491536,75751306,1.29E+16
7,61,0,0.0202,0.0202,7.433716474,42.5835626,74130700.96,1.23E+16
7,62,0,0.0223,0.0223,7.457323592,42.20894483,72460510.71,1.23E+16
7,63,0.01265,0.0313,0.01865,7.101843377,43.61059812,79973350.38,1.30E+17
7,64,0.009116667,0.0279,0.018783333,6.916269882,45.04620979,87233539.06,1.77E+17
7,65,0.00915,0.0257,0.01655,6.877818079,45.31026242,88623166.7,2.62E+17
7,66,0.005916667,0.0227,0.016783333,6.839211865,45.64830695,90368751.67,1.99E+17
7,67,0.005066667,0.0252,0.020133333,6.830980498,45.55719957,89983202.62,2.05E+17
7,68,0.001733333,0.0196,0.017866667,6.816067592,45.68683234,90656181.11,1.61E+17
7,69,0.005583333,0.0266,0.021016667,6.818756441,45.54404132,89978861.34,2.31E+17
7,70,0.0014,0.0209,0.0195,6.826512288,45.27779496,88710068.36,1.37E+17
7,71,0.001683333,0.0213,0.019616667,6.818195469,45.21623208,88464552.92,1.23E+17
7,72,0.000483333,0.0178,0.017316667,6.842076646,44.85665599,86706494.56,9.08E+16
7,73,0.001033333,0.019,0.017966667,6.884596424,44.47599312,84786786.31,8.62E+16
7,74,5.00E-05,0.0165,0.01645,6.937271027,44.01687974,82493842.96,6.10E+16
7,75,0.0002,0.0173,0.0171,7.002090596,43.42644046,79603995.78,6.37E+16
7,76,0.001083333,0.0182,0.017116667,7.078714586,42.88699962,76933996.64,6.61E+16
7,77,1.00E-04,0.0173,0.0172,7.129552586,42.46703763,74924270.96,5.18E+16
7,78,0.00075,0.0186,0.01785,7.157450262,42.17121307,73557815.17,5.94E+16
7,79,0.000916667,0.0192,0.018283333,7.10503489,42.43475096,74891330.26,7.76E+16
7,80,0.00195,0.0198,0.01785,7.104444544,42.38905049,74700205.01,7.58E+16
7,81,0.00395,0.026,0.02205,7.128212669,42.08928561,73336597.27,9.07E+16
7,82,0.00275,0.0185,0.01575,7.083076673,42.36811019,74702015.43,9.58E+16
7,83,0.00145,0.0189,0.01745,7.059616234,42.3942181,74912045.35,9.34E+16
7,84,0.001783333,0.0216,0.019816667,7.057632806,42.40620987,74971314.04,1.05E+17
7,85,0.003866667,0.023,0.019133333,7.0786062,42.23159497,74143957.15,1.51E+17
7,86,0.001833333,0.0195,0.017666667,7.109197171,41.94770056,72823279.11,1.12E+17
