epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
183,710,2042,2038,92,35,20,17,15,15,12
184,710,2042,2038,92,34,20,17,15,15,12
185,710,2042,2038,92,35,20,17,15,15,12
186,710,2042,2038,92,34,20,17,15,15,12
187,710,2042,2038,92,35,20,17,15,15,12
188,710,2042,2038,92,35,20,17,15,15,12
189,711,2042,2038,92,34,20,17,15,15,12
190,710,2042,2038,92,34,20,17,15,15,12
191,710,2042,2038,92,34,20,17,15,15,12
192,710,2042,2038,92,34,20,17,15,15,12
193,710,2042,2038,92,34,20,17,15,15,12
194,711,2042,2038,92,34,20,17,15,15,12
195,710,2042,2038,92,34,20,17,15,15,12
196,710,2042,2038,92,34,20,17,15,15,12
197,711,2042,2038,92,34,20,17,15,15,12
198,711,2042,2038,92,34,20,17,15,15,12
199,710,2042,2038,92,34,20,17,15,15,12
200,710,2042,2037,92,34,20,17,15,15,12
