epoch,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10
49,713,2048,2048,996,103,38,28,21,21,19
50,713,2048,2048,970,96,37,26,21,21,18
51,713,2048,2048,955,94,36,26,21,21,18
52,713,2048,2048,897,86,36,26,20,19,18
53,713,2048,2048,829,83,36,25,20,20,18
54,712,2048,2048,815,80,34,24,18,19,17
55,713,2048,2048,747,73,32,23,18,19,16
56,713,2048,2048,714,72,33,24,18,20,17
57,713,2048,2048,684,68,32,22,19,19,17
58,712,2048,2048,689,69,33,23,19,18,16
59,713,2048,2048,648,67,33,23,19,19,17
60,713,2048,2048,619,65,33,24,19,19,18
61,713,2048,2048,616,65,33,23,18,18,15
62,712,2048,2048,564,63,32,23,18,18,15
63,713,2048,2048,543,60,31,22,18,16,16
64,713,2048,2048,521,61,32,22,18,16,15
65,713,2048,2048,484,58,29,21,18,16,15
66,713,2048,2048,470,57,30,21,18,17,16
67,713,2048,2048,446,55,29,21,18,15,15
68,712,2048,2047,426,53,30,20,16,15,15
69,712,2048,2047,401,53,28,19,17,15,15
70,712,2048,2047,384,51,28,20,17,14,15
71,712,2048,2047,360,50,27,19,17,14,15
72,712,2048,2046,318,48,26,18,16,14,14
73,712,2048,2046,302,46,26,18,16,15,14
74,712,2048,2046,282,45,26,18,16,14,13
75,712,2048,2047,274,46,27,19,17,15,15
76,712,2048,2046,255,45,26,18,16,14,14
77,712,2048,2047,246,46,25,18,15,15,14
78,712,2048,2047,243,44,25,18,16,14,14
79,712,2048,2047,237,46,25,18,16,14,14
80,712,2048,2048,236,44,25,18,16,14,14
81,712,2048,2047,232,44,24,18,15,13,14
82,712,2048,2048,229,44,25,18,15,13,14
83,712,2048,2048,224,44,25,18,15,13,14
84,712,2048,2047,218,44,25,18,15,13,14
85,712,2048,2047,209,43,24,18,14,13,14
86,712,2048,2047,199,40,25,18,14,12,13
87,712,2048,2047,197,41,23,17,14,13,13
88,712,2048,2046,183,39,24,17,14,12,13
89,712,2048,2047,189,40,24,16,15,13,13
90,712,2048,2047,183,40,24,17,14,13,13
91,712,2048,2047,168,40,23,16,14,12,13
92,712,2048,2047,161,38,23,16,14,12,13
93,712,2047,2046,157,39,22,16,14,11,13
94,712,2047,2047,149,37,23,16,14,12,13
95,712,2047,2045,140,36,21,15,13,12,13
96,710,2047,2045,129,35,21,15,12,11,13
97,710,2047,2041,121,34,20,15,12,11,13
98,710,2047,2038,113,33,20,15,12,11,12
99,710,2047,2034,108,33,19,14,12,12,12
100,710,2047,2028,103,32,19,14,12,11,12
101,710,2047,2026,103,32,19,14,12,11,12
102,710,2047,2025,103,32,19,14,12,11,12
103,710,2047,2025,102,32,19,14,12,12,12
104,710,2047,2024,101,32,19,14,12,12,12
105,710,2047,2024,101,32,19,14,12,12,12
106,710,2047,2023,101,32,19,14,12,12,12
107,710,2047,2023,100,32,19,14,12,12,12
108,710,2047,2021,100,32,19,14,12,12,12
109,710,2047,2020,100,32,19,14,12,12,12
110,710,2047,2020,99,32,19,14,12,12,12
111,710,2047,2018,99,32,19,13,12,12,12
112,710,2047,2018,98,32,19,13,12,12,12
113,710,2047,2017,98,32,19,13,12,12,12
114,710,2047,2017,98,32,19,13,12,12,12
115,710,2047,2017,97,31,19,13,12,12,12
116,710,2047,2015,97,31,19,13,12,12,12
117,710,2047,2015,97,31,19,13,12,12,12
118,710,2047,2014,96,31,19,13,12,12,12
119,710,2047,2013,96,31,19,13,12,12,12
120,710,2047,2011,96,31,19,13,12,12,12
121,710,2047,2010,95,31,19,13,12,12,12
122,710,2047,2010,95,31,19,13,12,12,12
123,710,2047,2009,95,31,19,13,12,12,12
124,710,2047,2008,95,31,19,13,12,12,12
125,710,2047,2008,94,31,19,14,12,12,12
126,710,2047,2006,94,30,19,14,12,12,12
127,710,2047,2006,93,30,19,14,12,12,12
128,710,2047,2005,93,30,19,14,12,12,12
129,710,2047,2005,93,30,19,14,12,12,12
130,709,2047,2003,93,30,19,14,12,12,12
131,709,2047,2002,93,30,19,14,12,12,12
132,709,2047,2000,92,30,19,14,12,12,12
133,709,2047,1999,92,30,19,14,12,12,12
134,709,2047,1998,91,30,19,14,13,12,12
135,709,2047,1996,91,30,19,14,13,12,12
136,709,2047,1994,90,30,19,14,13,12,12
137,708,2047,1993,90,30,19,14,13,12,12
138,708,2047,1991,89,30,19,14,13,12,12
139,709,2047,1989,89,30,19,14,13,12,12
140,709,2047,1987,89,30,19,14,13,12,12
141,708,2047,1987,89,29,19,14,13,12,12
142,708,2047,1985,89,29,19,15,13,12,12
143,708,2047,1984,88,29,19,15,13,12,12
144,708,2047,1983,88,29,19,15,13,12,12
145,708,2047,1982,87,29,19,15,13,12,12
146,708,2047,1980,87,29,19,15,13,12,12
147,708,2047,1979,86,29,19,15,13,12,12
148,708,2047,1977,86,29,19,15,13,12,12
149,708,2047,1975,86,29,19,15,13,12,12
150,708,2047,1973,86,29,19,15,13,12,12
151,708,2047,1972,85,29,19,15,13,12,12
152,708,2047,1970,85,29,19,15,13,12,12
153,708,2047,1969,85,29,19,15,13,12,12
154,708,2047,1967,85,29,19,15,13,12,12
155,707,2047,1965,85,29,19,15,13,12,12
156,708,2047,1963,85,29,19,15,13,12,12
157,707,2047,1962,84,29,19,15,13,12,12
158,708,2047,1959,84,29,19,15,13,12,12
159,708,2047,1957,83,29,19,15,13,12,12
160,707,2047,1955,83,29,19,15,13,12,12
161,707,2047,1954,83,29,19,15,13,12,12
162,707,2047,1951,83,29,19,15,13,12,12
163,707,2047,1949,82,29,19,15,13,12,12
164,707,2047,1947,82,29,19,15,13,13,12
165,707,2047,1945,81,29,19,15,13,13,12
166,707,2047,1943,81,29,19,15,13,13,12
167,707,2047,1941,81,29,19,15,13,13,12
168,707,2047,1938,80,29,19,15,13,13,12
169,707,2047,1936,80,29,19,15,13,13,12
170,707,2047,1933,80,29,19,15,13,13,12
171,707,2047,1933,80,29,19,15,13,13,12
172,707,2047,1932,80,29,19,15,13,13,12
173,707,2047,1932,80,29,19,15,13,13,12
174,707,2047,1932,80,29,19,15,13,13,12
175,707,2047,1932,80,29,19,15,13,13,12
176,707,2047,1931,80,29,19,15,13,13,12
177,707,2047,1931,80,29,19,15,13,13,12
178,707,2047,1931,79,29,19,15,13,13,12
179,707,2047,1930,79,29,19,15,13,13,12
180,707,2047,1930,79,29,19,15,13,13,12
181,707,2047,1930,79,29,19,15,13,13,12
182,707,2047,1929,79,29,19,15,13,13,12
183,707,2047,1929,79,29,19,15,13,13,12
184,707,2047,1929,79,29,19,15,13,13,12
185,707,2047,1929,79,29,19,15,13,13,12
186,707,2047,1929,79,29,19,15,13,13,12
187,707,2047,1928,79,29,19,15,13,13,12
188,707,2047,1928,79,29,19,15,13,13,12
189,707,2047,1928,79,29,19,15,13,13,12
190,707,2047,1928,79,29,19,15,13,13,12
191,707,2047,1927,79,29,19,15,13,13,12
192,707,2047,1927,79,29,19,15,13,13,12
193,707,2047,1927,79,29,19,15,13,13,12
194,707,2047,1926,79,29,19,15,13,13,12
195,707,2047,1926,79,29,19,15,13,13,12
196,707,2047,1925,79,29,19,15,13,13,12
197,707,2047,1925,79,29,19,15,13,13,12
198,707,2047,1925,79,28,19,15,13,13,12
199,707,2047,1925,79,28,19,15,13,13,12
200,707,2047,1925,79,28,19,15,13,13,12
