epoch,train_err,test_err,gap,epsilon_sum,sum_bound,riemann_sum_terms
1,0.55942,0.5591999999999999,-0.000220000000000109,0.8734201180705878,15.951744775326263,11367793.723480225
2,0.42003999999999997,0.42900000000000005,0.008960000000000079,0.7937038724526748,17.181156097396144,13427429.521240234
3,0.38880000000000003,0.39180000000000004,0.0030000000000000027,0.6986346454088377,17.804645239829178,14630779.922821045
4,0.36851999999999996,0.38160000000000005,0.013080000000000092,1.5708846408980819,18.427687110437503,14207589.474853516
5,0.3719,0.3929,0.02100000000000002,2.816160668811653,19.406273586179722,13761592.330551147
6,0.33884000000000003,0.3768,0.037959999999999994,5.345853979985088,21.705470392563882,13381852.458335876
7,0.24028000000000005,0.2509,0.010619999999999963,7.058117389902917,23.33730548622796,13250598.25377655
8,0.28806,0.29079999999999995,0.0027399999999999647,7.94012116121556,24.193546473758495,13208691.719520569
9,0.26492000000000004,0.2874,0.022479999999999944,8.867879662186095,25.06356877414764,13115017.29056549
10,0.21220000000000006,0.2247,0.012499999999999956,9.13137208911973,25.344254711274534,13142878.145988464
11,0.31038,0.3183,0.007920000000000038,10.86808641274692,26.997277301180073,13007539.935775757
12,0.27312000000000003,0.28659999999999997,0.013479999999999936,10.02235200408185,26.223211382952854,13123392.230697632
13,0.22507999999999995,0.24050000000000005,0.0154200000000001,11.603741751941985,27.75462246159049,13042547.384864807
14,0.21748,0.2229,0.00541999999999998,12.337330313124582,28.46235961819614,13000828.504470825
15,0.23384000000000005,0.23670000000000002,0.0028599999999999737,12.665207127759611,28.74532254223056,12928505.587135315
16,0.30469999999999997,0.3238,0.019100000000000006,13.508562589982759,29.638013335112586,13007959.066978455
17,0.20226,0.2168,0.014539999999999997,13.694277968417847,29.80335237560767,12975113.912818909
18,0.22787999999999997,0.24039999999999995,0.012519999999999976,13.579277828136856,29.703508179869306,12999540.221786499
19,0.23034,0.24180000000000001,0.011460000000000026,14.770438130550232,30.816763735281533,12874228.270652771
20,0.22218000000000004,0.24960000000000004,0.02742,13.004813725974156,29.180401820672618,13082482.51046753
21,0.21118000000000003,0.2328,0.021619999999999973,13.07573150849397,29.209979841414256,13015698.463417053
22,0.18977999999999995,0.20679999999999998,0.017020000000000035,16.0241202373482,32.03988833510354,12825241.388053894
