epoch,train_err,test_err,gap,epsilon_sum,sum_bound,riemann_sum_terms
1,0.56916,0.5561,-0.01305999999999996,1.0643254037929681,21.058462566428815,19988276.043914795
2,0.42988000000000004,0.4214,-0.008480000000000043,0.6648195256656031,23.043898339515795,25041158.427825928
3,0.33494,0.32410000000000005,-0.01083999999999996,12.127540146062362,32.82278435439583,21414656.64212799
4,0.32606,0.3389,0.012839999999999963,49.23557961830628,69.10387665260956,19737461.352165222
5,0.31284,0.32820000000000005,0.01536000000000004,112.16209436583095,131.40306442160247,18510746.434354782
6,0.24375999999999998,0.24870000000000003,0.0049400000000000555,153.00197783919282,172.08844925588414,18214669.557008743
7,0.22304000000000002,0.22919999999999996,0.006159999999999943,286.5844331081911,305.2618166813633,17442232.85697019
8,0.20248,0.21850000000000003,0.016020000000000034,358.5430767137059,376.9676000191453,16973152.95163405
9,0.28368000000000004,0.3042,0.020519999999999983,353.0200088189986,371.53013390005975,17131236.525826454
10,0.27086,0.2924,0.021540000000000004,526.6829990296071,544.9760486564036,16731783.232421875
11,0.21804,0.22719999999999996,0.009159999999999946,602.9524112602749,621.2263947282303,16696923.589355469
12,0.21648,0.22850000000000004,0.01202000000000003,635.5639741827433,653.8478601185095,16715024.245605469
13,0.23872000000000004,0.25360000000000005,0.014880000000000004,633.9316724475223,652.22134107241,16725598.920410156
14,0.25246,0.255,0.0025399999999999867,727.1191911053488,745.35750528883,16631805.212768555
15,0.18052,0.19799999999999995,0.01747999999999994,838.936670868017,857.161880613145,16607913.512695312
16,0.23162000000000005,0.25539999999999996,0.023779999999999912,1019.4356408400556,1037.4382415474936,16204681.611572266
17,0.26642,0.28680000000000005,0.020380000000000065,951.318032407411,969.4209738530539,16385824.44921875
18,0.22518000000000005,0.25,0.024819999999999953,1081.2834131605596,1099.3486136031916,16317573.351623535
19,0.20540000000000003,0.21960000000000002,0.01419999999999999,1133.265215821868,1151.343426116543,16341084.372924805
20,0.23402,0.25339999999999996,0.019379999999999953,957.506084602325,975.6916000300513,16535648.568603516
21,0.16180000000000005,0.17969999999999997,0.017899999999999916,1286.5819851252272,1304.5894167291165,16213379.6484375
22,0.15315999999999996,0.16879999999999995,0.015639999999999987,1056.0346276501084,1074.096224624521,16311064.263305664
23,0.24860000000000004,0.25949999999999995,0.01089999999999991,1001.6751920958748,1019.7845334906343,16397412.287597656
24,0.18281999999999998,0.19610000000000005,0.01328000000000007,996.2295238942231,1014.3802727403936,16472484.18383789
25,0.20028,0.21830000000000005,0.018020000000000036,1058.3664235268195,1076.5058260367691,16451896.170898438
26,0.17786000000000002,0.19789999999999996,0.020039999999999947,1191.905452213389,1209.9246550180183,16234583.485717773
27,0.22528000000000004,0.2479,0.022619999999999973,1194.092805656567,1212.1209129380682,16250632.607666016
28,0.29428,0.3143,0.020020000000000038,1136.6947090282204,1154.746848029952,16293986.12689209
29,0.19576000000000005,0.21289999999999998,0.017139999999999933,1089.6829430162325,1107.8051182596794,16420661.777709961
30,0.17093999999999998,0.18600000000000005,0.015060000000000073,1244.957748763807,1262.9916989259575,16261167.922546387
31,0.18069999999999997,0.19689999999999996,0.016199999999999992,1141.3012020640247,1159.4150301785792,16405538.448181152
32,0.18174,0.18869999999999998,0.006959999999999966,1092.543220856982,1110.6600533682265,16410981.012023926
33,0.18882,0.2037,0.014880000000000004,1248.275904581944,1266.2775475077594,16202957.401428223
34,0.20643999999999996,0.2197,0.01326000000000005,1328.8762038377226,1346.8272482023076,16111999.688964844
35,0.16712000000000005,0.18410000000000004,0.016979999999999995,1178.5389430529149,1196.6510451361232,16402412.09362793
36,0.25264,0.264,0.011360000000000037,1279.5118381024106,1297.4928276441094,16165799.244934082
37,0.1835,0.19799999999999995,0.014499999999999957,1267.227425980455,1285.3062505825053,16342194.949584961
38,0.1604,0.1834,0.02300000000000002,1344.218875642736,1362.2942611148587,16335977.998291016
39,0.18010000000000004,0.19899999999999995,0.018899999999999917,1265.798581614735,1283.8839557946096,16354037.961303711
40,0.24663999999999997,0.25939999999999996,0.012759999999999994,1069.2919782319739,1087.457070940662,16498529.655761719
41,0.17634000000000005,0.1886,0.012259999999999938,1344.4503163609063,1362.5328240968174,16348854.300964355
42,0.18623999999999996,0.20709999999999995,0.02085999999999999,1791.2334296167626,1809.1788297400794,16101869.279296875
43,0.20208000000000004,0.2167,0.014619999999999966,1421.540168005837,1439.6294022143177,16361019.712463379
44,0.18603999999999998,0.2047,0.01866000000000001,1275.8317975935704,1293.9380920719432,16391894.986877441
45,0.16654000000000002,0.17959999999999998,0.01305999999999996,1328.6175669174293,1346.7044328987768,16356736.051361084
46,0.19140000000000001,0.19730000000000003,0.005900000000000016,1485.2503850289725,1503.336750987231,16355831.67880249
47,0.14458000000000004,0.15739999999999998,0.012819999999999943,1297.1713517174803,1315.292806853168,16419356.81173706
48,0.18879999999999997,0.19779999999999998,0.009000000000000008,1237.627327006195,1255.7858331709447,16486567.306762695
49,0.17464000000000002,0.19469999999999998,0.020059999999999967,1427.1626828356832,1445.2524974850505,16362069.702423096
50,0.21609999999999996,0.2259,0.009800000000000031,1599.1964464245868,1617.2636979220101,16321278.833557129
51,0.06984000000000001,0.09670000000000001,0.026859999999999995,866.1219392308913,884.490574293146,16870337.70251465
52,0.06033999999999995,0.09250000000000003,0.03216000000000008,473.5600516446508,492.22829624867165,17425167.829777718
53,0.055479999999999974,0.08989999999999998,0.034420000000000006,268.3905215804922,287.31415225670656,17905189.898488045
54,0.05245999999999995,0.08760000000000001,0.03514000000000006,138.7846846619754,158.06833980510453,18592967.783956528
55,0.04859999999999998,0.08799999999999997,0.03939999999999999,79.09717614850854,98.65391290661337,19123297.631290436
56,0.04625999999999997,0.08730000000000004,0.041040000000000076,46.1835700737141,65.99161107676255,19617924.418922424
57,0.04534000000000005,0.0827,0.03735999999999995,25.242145239216683,45.37584794085596,20268299.22389984
58,0.041220000000000034,0.08520000000000005,0.04398000000000002,14.411248750708268,34.82840636951808,20843016.261566162
59,0.03964000000000001,0.08209999999999995,0.04245999999999994,9.182846445042248,29.77200801171501,21195678.700927734
60,0.03624000000000005,0.08550000000000002,0.04925999999999997,5.212019639626028,26.09544000403564,21805862.30583191
61,0.03742000000000001,0.08679999999999999,0.04937999999999998,3.3133791816894256,24.3757004827877,22181068.929534912
62,0.035599999999999965,0.08389999999999997,0.04830000000000001,2.0186491706051397,23.3154722511774,22677733.666259766
63,0.037819999999999965,0.0927,0.05488000000000004,1.184826318582463,22.726859370458456,23202959.400405884
64,0.03593999999999997,0.08650000000000002,0.05056000000000005,0.7070688345408926,22.523317614383284,23797435.54119873
65,0.034379999999999966,0.08909999999999996,0.05471999999999999,1.0486420957536187,22.194675371658203,22357736.165283203
66,0.03510000000000002,0.08819999999999995,0.053099999999999925,0.9455549981441571,21.99528356323935,22154553.63320923
67,0.03742000000000001,0.0937,0.05628,1.0643152846789272,21.760147317680353,21415873.1769104
